Offense Type,Report Date,Incident Precinct Code,Borough Name,Intimate Relationship Flag,Victim Race,Victim Sex,Victim Reported Age,Suspect Race,Suspect Sex,Suspect Reported Age,COMMDIST,Poverty,Median Income,Unemployment
DIR,12/31/2021,32,MANHATTAN,YES,BLACK,FEMALE,60,BLACK,MALE,56,110,1,1,1
DIR,12/31/2021,32,MANHATTAN,YES,BLACK,FEMALE,33,BLACK,MALE,43,110,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,BLACK,MALE,10,BLACK,FEMALE,39,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,BLACK,FEMALE,28,BLACK,MALE,31,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,ASIAN / PACIFIC ISLANDER,FEMALE,48,ASIAN / PACIFIC ISLANDER,MALE,,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,BLACK,FEMALE,37,BLACK,FEMALE,53,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,BLACK,MALE,31,WHITE,FEMALE,32,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,WHITE,MALE,20,BLACK,MALE,35,111,1,1,1
FELONY ASSAULT,12/31/2021,25,MANHATTAN,No,BLACK HISPANIC,FEMALE,45,BLACK HISPANIC,FEMALE,20,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,WHITE,FEMALE,32,BLACK,MALE,31,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,OTHER,FEMALE,17,OTHER,MALE,19,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,FEMALE,34,BLACK,MALE,38,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,BLACK,FEMALE,28,BLACK,MALE,27,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,MISSING,,,,,,,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,FEMALE,38,BLACK,MALE,18,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,FEMALE,34,BLACK,MALE,38,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,MISSING,,,,,,,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,,MALE,,,FEMALE,,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,FEMALE,59,BLACK,MALE,21,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,FEMALE,,OTHER,MALE,,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,YES,WHITE,FEMALE,30,WHITE,MALE,20,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,BLACK,FEMALE,82,BLACK,FEMALE,22,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,BLACK,MALE,27,WHITE,FEMALE,25,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,OTHER,MALE,19,OTHER,FEMALE,17,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,NO,WHITE,MALE,72,WHITE,MALE,42,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,WHITE,FEMALE,45,WHITE,FEMALE,20,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,NO,BLACK,MALE,,BLACK,FEMALE,,111,1,1,1
DIR,12/31/2021,23,MANHATTAN,YES,BLACK,FEMALE,25,ASIAN / PACIFIC ISLANDER,MALE,33,111,1,1,1
DIR,12/31/2021,25,MANHATTAN,YES,WHITE,MALE,41,BLACK,FEMALE,43,111,1,1,1
DIR,12/31/2021,34,MANHATTAN,NO,WHITE,MALE,21,WHITE,MALE,24,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,WHITE,FEMALE,35,WHITE,MALE,14,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,BLACK,FEMALE,55,BLACK,MALE,32,112,,,1
DIR,12/31/2021,33,MANHATTAN,YES,WHITE,FEMALE,41,WHITE,MALE,38,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,WHITE,MALE,28,WHITE,MALE,,112,,,1
DIR,12/31/2021,33,MANHATTAN,NO,OTHER,FEMALE,60,OTHER,FEMALE,,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,BLACK,FEMALE,89,BLACK,MALE,28,112,,,1
DIR,12/31/2021,33,MANHATTAN,YES,WHITE,FEMALE,47,WHITE,MALE,58,112,,,1
DIR,12/31/2021,33,MANHATTAN,YES,WHITE,FEMALE,33,WHITE,MALE,52,112,,,1
DIR,12/31/2021,34,MANHATTAN,MISSING,,,,,,,112,,,1
DIR,12/31/2021,33,MANHATTAN,YES,WHITE,FEMALE,38,OTHER,MALE,46,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,WHITE,MALE,52,WHITE,MALE,66,112,,,1
DIR,12/31/2021,33,MANHATTAN,YES,BLACK,FEMALE,23,BLACK,MALE,52,112,,,1
RAPE,12/31/2021,33,MANHATTAN,Yes,WHITE HISPANIC,FEMALE,33,WHITE HISPANIC,MALE,52,112,,,1
DIR,12/31/2021,34,MANHATTAN,NO,WHITE,FEMALE,89,WHITE,MALE,28,112,,,1
DIR,12/31/2021,34,MANHATTAN,YES,BLACK,FEMALE,32,BLACK,MALE,40,112,,,1
DIR,12/31/2021,114,QUEENS,MISSING,,,,,,,401,,,
DIR,12/31/2021,114,QUEENS,YES,WHITE,MALE,75,WHITE,FEMALE,69,401,,,
DIR,12/31/2021,114,QUEENS,YES,WHITE,FEMALE,44,WHITE,MALE,,401,,,
DIR,12/31/2021,114,QUEENS,NO,BLACK,FEMALE,64,BLACK,MALE,27,401,,,
DIR,12/31/2021,114,QUEENS,NO,WHITE,FEMALE,59,WHITE,MALE,33,401,,,
DIR,12/31/2021,114,QUEENS,YES,WHITE,FEMALE,23,WHITE,MALE,29,401,,,
DIR,12/31/2021,114,QUEENS,YES,WHITE,FEMALE,29,BLACK,MALE,33,401,,,
DIR,12/31/2021,108,QUEENS,MISSING,BLACK,FEMALE,1,,,,402,,,
DIR,12/31/2021,108,QUEENS,NO,WHITE,MALE,50,WHITE,MALE,,402,,,
DIR,12/31/2021,108,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,40,ASIAN / PACIFIC ISLANDER,MALE,22,402,,,
DIR,12/31/2021,108,QUEENS,YES,BLACK,MALE,37,BLACK,FEMALE,,402,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,FEMALE,22,WHITE,MALE,37,403,,,
DIR,12/31/2021,115,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,49,ASIAN / PACIFIC ISLANDER,MALE,26,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,FEMALE,31,WHITE,MALE,30,403,,,
DIR,12/31/2021,115,QUEENS,MISSING,,,,,,,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,FEMALE,45,WHITE,MALE,48,403,,,
DIR,12/31/2021,115,QUEENS,NO,WHITE,MALE,45,WHITE,FEMALE,20,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,MALE,31,WHITE,FEMALE,22,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,MALE,57,WHITE,MALE,60,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,FEMALE,24,WHITE,MALE,29,403,,,
DIR,12/31/2021,115,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,55,ASIAN / PACIFIC ISLANDER,MALE,27,403,,,
DIR,12/31/2021,115,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,26,ASIAN / PACIFIC ISLANDER,MALE,49,403,,,
DIR,12/31/2021,115,QUEENS,NO,BLACK,FEMALE,25,BLACK,MALE,27,403,,,
DIR,12/31/2021,115,QUEENS,NO,WHITE,FEMALE,39,WHITE,MALE,58,403,,,
DIR,12/31/2021,115,QUEENS,NO,WHITE,MALE,45,WHITE,MALE,23,403,,,
DIR,12/31/2021,115,QUEENS,YES,WHITE,FEMALE,22,WHITE,MALE,31,403,,,
DIR,12/31/2021,115,QUEENS,YES,BLACK,FEMALE,21,BLACK,FEMALE,20,403,,,
DIR,12/31/2021,115,QUEENS,MISSING,,,,,,,403,,,
DIR,12/31/2021,115,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,27,ASIAN / PACIFIC ISLANDER,MALE,55,403,,,
DIR,12/31/2021,110,QUEENS,YES,WHITE,FEMALE,24,BLACK,MALE,26,404,,,
DIR,12/31/2021,110,QUEENS,YES,OTHER,MALE,39,OTHER,MALE,32,404,,,
DIR,12/31/2021,110,QUEENS,MISSING,,,,,,,404,,,
DIR,12/31/2021,110,QUEENS,YES,OTHER,FEMALE,25,OTHER,MALE,27,404,,,
DIR,12/31/2021,110,QUEENS,YES,WHITE,MALE,23,WHITE,FEMALE,21,404,,,
DIR,12/31/2021,110,QUEENS,YES,WHITE,MALE,26,WHITE,FEMALE,21,404,,,
DIR,12/31/2021,110,QUEENS,YES,WHITE,MALE,39,WHITE,FEMALE,31,404,,,
DIR,12/31/2021,110,QUEENS,YES,OTHER,MALE,29,OTHER,FEMALE,50,404,,,
DIR,12/31/2021,110,QUEENS,YES,OTHER,FEMALE,32,OTHER,MALE,39,404,,,
DIR,12/31/2021,110,QUEENS,NO,WHITE,MALE,2,WHITE,MALE,32,404,,,
DIR,12/31/2021,110,QUEENS,MISSING,,,,,,,404,,,
DIR,12/31/2021,110,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,67,ASIAN / PACIFIC ISLANDER,MALE,36,404,,,
DIR,12/31/2021,110,QUEENS,MISSING,WHITE,MALE,49,,,,404,,,
DIR,12/31/2021,104,QUEENS,NO,WHITE,FEMALE,24,WHITE,MALE,40,405,,,
DIR,12/31/2021,104,QUEENS,MISSING,,,,,,,405,,,
DIR,12/31/2021,104,QUEENS,NO,WHITE,FEMALE,71,WHITE,FEMALE,32,405,,,
DIR,12/31/2021,104,QUEENS,NO,WHITE,FEMALE,53,WHITE,MALE,57,405,,,
DIR,12/31/2021,104,QUEENS,NO,WHITE,FEMALE,60,WHITE,MALE,29,405,,,
DIR,12/31/2021,104,QUEENS,NO,WHITE,FEMALE,60,WHITE,MALE,32,405,,,
DIR,12/31/2021,104,QUEENS,YES,WHITE,FEMALE,43,WHITE,MALE,41,405,,,
DIR,12/31/2021,104,QUEENS,MISSING,,,,,,,405,,,
DIR,12/31/2021,112,QUEENS,YES,WHITE,FEMALE,31,WHITE,MALE,34,406,,,
DIR,12/31/2021,112,QUEENS,YES,WHITE,MALE,38,WHITE,FEMALE,38,406,,,
DIR,12/31/2021,112,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,42,ASIAN / PACIFIC ISLANDER,MALE,28,406,,,
DIR,12/31/2021,112,QUEENS,NO,WHITE,FEMALE,26,WHITE,FEMALE,51,406,,,
DIR,12/31/2021,104,QUEENS,YES,WHITE,FEMALE,54,WHITE,MALE,47,406,,,
DIR,12/31/2021,112,QUEENS,MISSING,,,,,,,406,,,
FELONY ASSAULT,12/31/2021,112,QUEENS,Yes,WHITE HISPANIC,MALE,38,,,,406,,,
DIR,12/31/2021,109,QUEENS,YES,WHITE,FEMALE,24,WHITE,MALE,30,407,,,
DIR,12/31/2021,109,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,34,ASIAN / PACIFIC ISLANDER,FEMALE,63,407,,,
DIR,12/31/2021,109,QUEENS,NO,WHITE,MALE,,WHITE,MALE,21,407,,,
DIR,12/31/2021,109,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,31,OTHER,MALE,33,407,,,
DIR,12/31/2021,109,QUEENS,MISSING,,,,,,,407,,,
DIR,12/31/2021,109,QUEENS,NO,WHITE,FEMALE,67,WHITE,MALE,19,407,,,
DIR,12/31/2021,109,QUEENS,NO,WHITE,FEMALE,42,WHITE,MALE,14,407,,,
DIR,12/31/2021,109,QUEENS,MISSING,,,,,,,407,,,
DIR,12/31/2021,111,QUEENS,MISSING,,,,,,,408,,,
DIR,12/31/2021,107,QUEENS,NO,OTHER,FEMALE,44,OTHER,FEMALE,28,408,,,
DIR,12/31/2021,107,QUEENS,YES,BLACK,MALE,51,BLACK,FEMALE,51,408,,,
DIR,12/31/2021,107,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,29,ASIAN / PACIFIC ISLANDER,MALE,68,408,,,
DIR,12/31/2021,107,QUEENS,YES,WHITE,FEMALE,22,WHITE,MALE,28,408,,,
DIR,12/31/2021,107,QUEENS,NO,BLACK,FEMALE,68,BLACK,FEMALE,33,408,,,
DIR,12/31/2021,107,QUEENS,YES,WHITE,MALE,44,WHITE,MALE,44,408,,,
DIR,12/31/2021,102,QUEENS,YES,BLACK,FEMALE,67,BLACK,MALE,71,409,,,
DIR,12/31/2021,102,QUEENS,YES,WHITE,FEMALE,40,WHITE,MALE,43,409,,,
DIR,12/31/2021,102,QUEENS,YES,ASIAN / PACIFIC ISLANDER,MALE,33,ASIAN / PACIFIC ISLANDER,FEMALE,26,409,,,
DIR,12/31/2021,102,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,24,ASIAN / PACIFIC ISLANDER,FEMALE,50,409,,,
DIR,12/31/2021,102,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,26,ASIAN / PACIFIC ISLANDER,MALE,29,409,,,
DIR,12/31/2021,102,QUEENS,NO,,FEMALE,22,,FEMALE,24,409,,,
DIR,12/31/2021,102,QUEENS,NO,BLACK,FEMALE,73,BLACK,MALE,41,409,,,
DIR,12/31/2021,102,QUEENS,YES,,FEMALE,26,BLACK,MALE,,409,,,
DIR,12/31/2021,102,QUEENS,YES,WHITE,FEMALE,25,BLACK,MALE,30,409,,,
DIR,12/31/2021,102,QUEENS,YES,,FEMALE,36,WHITE,MALE,38,409,,,
DIR,12/31/2021,102,QUEENS,YES,BLACK,FEMALE,37,BLACK,MALE,44,409,,,
DIR,12/31/2021,106,QUEENS,YES,BLACK,FEMALE,36,BLACK,MALE,41,410,,,
FELONY ASSAULT,12/31/2021,106,QUEENS,Yes,ASIAN / PACIFIC ISLANDER,FEMALE,36,,,,410,,,
DIR,12/31/2021,106,QUEENS,NO,BLACK,FEMALE,39,OTHER,MALE,14,410,,,
DIR,12/31/2021,106,QUEENS,NO,ASIAN / PACIFIC ISLANDER,FEMALE,39,ASIAN / PACIFIC ISLANDER,MALE,59,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,52,ASIAN / PACIFIC ISLANDER,MALE,55,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,51,ASIAN / PACIFIC ISLANDER,MALE,47,410,,,
DIR,12/31/2021,106,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,22,ASIAN / PACIFIC ISLANDER,MALE,20,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,55,ASIAN / PACIFIC ISLANDER,MALE,60,410,,,
DIR,12/31/2021,106,QUEENS,YES,BLACK,FEMALE,36,BLACK,MALE,35,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,36,ASIAN / PACIFIC ISLANDER,MALE,42,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,33,ASIAN / PACIFIC ISLANDER,MALE,49,410,,,
DIR,12/31/2021,106,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,48,ASIAN / PACIFIC ISLANDER,MALE,52,410,,,
FELONY ASSAULT,12/31/2021,106,QUEENS,Yes,BLACK,FEMALE,36,BLACK,MALE,41,410,,,
DIR,12/31/2021,111,QUEENS,YES,WHITE,FEMALE,45,WHITE,MALE,37,411,,,
DIR,12/31/2021,113,QUEENS,YES,BLACK,MALE,50,BLACK,FEMALE,48,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,FEMALE,32,BLACK,MALE,35,412,,,1
DIR,12/31/2021,103,QUEENS,YES,WHITE,MALE,36,WHITE,FEMALE,33,412,,,1
DIR,12/31/2021,103,QUEENS,YES,BLACK,FEMALE,33,BLACK,MALE,,412,,,1
DIR,12/31/2021,113,QUEENS,NO,BLACK,FEMALE,,,,,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,MALE,65,BLACK,FEMALE,54,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,FEMALE,41,BLACK,MALE,51,412,,,1
FELONY ASSAULT,12/31/2021,103,QUEENS,No,BLACK,FEMALE,53,BLACK HISPANIC,FEMALE,22,412,,,1
DIR,12/31/2021,103,QUEENS,NO,WHITE,MALE,21,WHITE,MALE,52,412,,,1
FELONY ASSAULT,12/31/2021,113,QUEENS,No,WHITE HISPANIC,FEMALE,34,BLACK,MALE,36,412,,,1
DIR,12/31/2021,103,QUEENS,YES,,FEMALE,29,,,,412,,,1
DIR,12/31/2021,103,QUEENS,NO,BLACK,FEMALE,53,BLACK,FEMALE,22,412,,,1
FELONY ASSAULT,12/31/2021,103,QUEENS,Yes,ASIAN / PACIFIC ISLANDER,FEMALE,51,,,,412,,,1
DIR,12/31/2021,103,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,30,ASIAN / PACIFIC ISLANDER,MALE,30,412,,,1
DIR,12/31/2021,103,QUEENS,YES,ASIAN / PACIFIC ISLANDER,FEMALE,46,ASIAN / PACIFIC ISLANDER,MALE,48,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,MALE,33,BLACK,FEMALE,22,412,,,1
DIR,12/31/2021,113,QUEENS,YES,OTHER,FEMALE,21,OTHER,MALE,36,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,MALE,50,BLACK,MALE,52,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,FEMALE,38,BLACK,MALE,32,412,,,1
DIR,12/31/2021,113,QUEENS,MISSING,,,,,,,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,FEMALE,24,BLACK,MALE,,412,,,1
DIR,12/31/2021,103,QUEENS,YES,WHITE,FEMALE,51,WHITE,MALE,57,412,,,1
DIR,12/31/2021,103,QUEENS,MISSING,BLACK,FEMALE,21,,,,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,FEMALE,23,BLACK,MALE,25,412,,,1
DIR,12/31/2021,103,QUEENS,YES,BLACK,FEMALE,22,BLACK,MALE,20,412,,,1
DIR,12/31/2021,113,QUEENS,NO,,,,,,,412,,,1
DIR,12/31/2021,113,QUEENS,YES,WHITE,FEMALE,34,BLACK,MALE,36,412,,,1
DIR,12/31/2021,103,QUEENS,MISSING,,,,,,,412,,,1
DIR,12/31/2021,113,QUEENS,YES,BLACK,MALE,33,BLACK,FEMALE,,412,,,1
DIR,12/31/2021,103,QUEENS,YES,WHITE,FEMALE,47,WHITE,MALE,52,412,,,1
DIR,12/31/2021,103,QUEENS,NO,ASIAN / PACIFIC ISLANDER,MALE,21,ASIAN / PACIFIC ISLANDER,MALE,51,412,,,1
DIR,12/31/2021,103,QUEENS,NO,BLACK,FEMALE,35,BLACK,MALE,18,412,,,1
DIR,12/31/2021,105,QUEENS,NO,BLACK,FEMALE,88,BLACK,MALE,,413,,,
DIR,12/31/2021,105,QUEENS,MISSING,,,,,,,413,,,
DIR,12/31/2021,105,QUEENS,YES,BLACK,FEMALE,46,BLACK,MALE,52,413,,,
DIR,12/31/2021,105,QUEENS,YES,BLACK,FEMALE,22,BLACK,MALE,26,413,,,
DIR,12/31/2021,105,QUEENS,NO,BLACK,FEMALE,65,BLACK,FEMALE,16,413,,,
DIR,12/31/2021,105,QUEENS,YES,BLACK,FEMALE,32,WHITE,MALE,34,413,,,
DIR,12/31/2021,105,QUEENS,NO,BLACK,MALE,56,BLACK,MALE,29,413,,,
DIR,12/31/2021,100,QUEENS,YES,OTHER,FEMALE,48,OTHER,MALE,,414,,,
DIR,12/31/2021,101,QUEENS,NO,BLACK,FEMALE,18,BLACK,FEMALE,55,414,,,
DIR,12/31/2021,101,QUEENS,YES,WHITE,FEMALE,30,OTHER,MALE,42,414,,,
DIR,12/31/2021,100,QUEENS,MISSING,,,,,,,414,,,
DIR,12/31/2021,101,QUEENS,YES,BLACK,FEMALE,31,BLACK,MALE,31,414,,,
DIR,12/31/2021,100,QUEENS,NO,OTHER,FEMALE,22,OTHER,MALE,37,414,,,
DIR,12/31/2021,100,QUEENS,NO,BLACK,FEMALE,38,BLACK,MALE,18,414,,,
DIR,12/31/2021,101,QUEENS,NO,BLACK,MALE,50,BLACK,MALE,27,414,,,
DIR,12/31/2021,101,QUEENS,YES,BLACK,FEMALE,39,BLACK,FEMALE,52,414,,,
DIR,12/31/2021,101,QUEENS,YES,WHITE,MALE,28,WHITE,FEMALE,28,414,,,
DIR,12/31/2021,101,QUEENS,NO,OTHER,FEMALE,34,OTHER,MALE,44,414,,,
DIR,12/31/2021,101,QUEENS,YES,BLACK,MALE,33,WHITE,FEMALE,32,414,,,
DIR,12/31/2021,100,QUEENS,NO,BLACK,FEMALE,,,MALE,,414,,,
DIR,12/31/2021,101,QUEENS,YES,WHITE,FEMALE,58,BLACK,MALE,48,414,,,
DIR,12/31/2021,101,QUEENS,NO,WHITE,FEMALE,25,OTHER,MALE,,414,,,
DIR,12/31/2021,105,QUEENS,NO,BLACK,FEMALE,3,BLACK,MALE,28,,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,WHITE,FEMALE,37,WHITE,MALE,41,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,WHITE,FEMALE,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,NO,BLACK,FEMALE,31,BLACK,MALE,34,501,,,
DIR,12/31/2021,120,STATEN ISLAND,NO,BLACK,FEMALE,22,BLACK,MALE,15,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,BLACK,FEMALE,23,AMERICAN INDIAN/ALASKAN NATIVE,MALE,22,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,BLACK,MALE,42,WHITE,FEMALE,43,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,OTHER,MALE,31,OTHER,FEMALE,,501,,,
DIR,12/31/2021,121,STATEN ISLAND,NO,BLACK,FEMALE,41,BLACK,FEMALE,23,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,OTHER,FEMALE,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,NO,BLACK,FEMALE,35,BLACK,FEMALE,58,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,BLACK,FEMALE,38,BLACK,MALE,40,501,,,
DIR,12/31/2021,120,STATEN ISLAND,NO,WHITE,MALE,29,WHITE,MALE,57,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,OTHER,MALE,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,WHITE,MALE,41,WHITE,FEMALE,37,501,,,
DIR,12/31/2021,121,STATEN ISLAND,NO,BLACK,FEMALE,70,BLACK,FEMALE,27,501,,,
DIR,12/31/2021,121,STATEN ISLAND,MISSING,WHITE,FEMALE,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,BLACK,FEMALE,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,WHITE,MALE,47,WHITE,FEMALE,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,BLACK,FEMALE,26,BLACK,MALE,26,501,,,
DIR,12/31/2021,121,STATEN ISLAND,NO,BLACK,FEMALE,41,BLACK,FEMALE,23,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,,,,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,MISSING,OTHER,MALE,39,,,,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,WHITE,FEMALE,61,BLACK,MALE,54,501,,,
DIR,12/31/2021,121,STATEN ISLAND,NO,BLACK,FEMALE,62,BLACK,FEMALE,23,501,,,
DIR,12/31/2021,120,STATEN ISLAND,YES,BLACK,FEMALE,36,BLACK,MALE,39,501,,,
DIR,12/31/2021,121,STATEN ISLAND,NO,WHITE,FEMALE,39,WHITE,MALE,16,501,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,WHITE,FEMALE,,WHITE,MALE,32,502,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,WHITE,MALE,45,WHITE,FEMALE,40,502,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,ASIAN / PACIFIC ISLANDER,FEMALE,34,ASIAN / PACIFIC ISLANDER,MALE,34,502,,,
DIR,12/31/2021,122,STATEN ISLAND,NO,WHITE,FEMALE,71,WHITE,FEMALE,40,502,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,OTHER,FEMALE,33,,MALE,,502,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,BLACK,FEMALE,51,BLACK,MALE,55,502,,,
DIR,12/31/2021,122,STATEN ISLAND,NO,BLACK,FEMALE,35,BLACK,MALE,26,502,,,
DIR,12/31/2021,122,STATEN ISLAND,YES,WHITE,FEMALE,31,WHITE,MALE,,502,,,
DIR,12/31/2021,122,STATEN ISLAND,NO,WHITE,FEMALE,,WHITE,MALE,,503,,,
DIR,12/31/2021,123,STATEN ISLAND,NO,WHITE,MALE,54,WHITE,MALE,22,503,,,
DIR,12/31/2021,122,STATEN ISLAND,NO,WHITE,FEMALE,51,WHITE,MALE,32,503,,,
DIR,12/31/2021,122,STATEN ISLAND,NO,WHITE,MALE,73,WHITE,MALE,35,503,,,
DIR,12/31/2021,123,STATEN ISLAND,YES,WHITE,FEMALE,24,WHITE,MALE,31,503,,,
DIR,12/30/2021,40,BRONX,YES,OTHER,MALE,24,,,,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,,FEMALE,27,BLACK,MALE,25,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,WHITE,MALE,54,BLACK,FEMALE,33,201,1,1,1
FELONY ASSAULT,12/30/2021,40,BRONX,Yes,WHITE HISPANIC,MALE,55,,FEMALE,,201,1,1,1
