Offense Type,Report Date,Incident Precinct Code,Borough Name,Intimate Relationship Flag,Victim Race,Victim Sex,Victim Reported Age,Suspect Race,Suspect Sex,Suspect Reported Age,COMMDIST,Poverty,Median Income,Unemployment
DIR,12/30/2021,40,BRONX,YES,OTHER,MALE,55,,,,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,BLACK,FEMALE,29,BLACK,,30,201,1,1,1
DIR,12/30/2021,40,BRONX,NO,BLACK,FEMALE,60,BLACK,MALE,24,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,OTHER,FEMALE,21,BLACK,MALE,27,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,WHITE,FEMALE,28,WHITE,MALE,31,201,1,1,1
DIR,12/30/2021,40,BRONX,MISSING,,,,,,,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,BLACK,FEMALE,38,BLACK,MALE,38,201,1,1,1
DIR,12/30/2021,40,BRONX,MISSING,BLACK,FEMALE,,,,,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,BLACK,FEMALE,29,BLACK,MALE,30,201,1,1,1
DIR,12/30/2021,40,BRONX,NO,WHITE,FEMALE,54,WHITE,FEMALE,24,201,1,1,1
DIR,12/30/2021,40,BRONX,MISSING,,,,,,,201,1,1,1
DIR,12/30/2021,40,BRONX,YES,BLACK,FEMALE,34,BLACK,MALE,37,201,1,1,1
DIR,12/30/2021,41,BRONX,YES,WHITE,FEMALE,43,BLACK,MALE,41,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,WHITE,MALE,50,WHITE,FEMALE,47,202,1,1,1
DIR,12/30/2021,41,BRONX,NO,BLACK,FEMALE,8,BLACK,FEMALE,33,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,WHITE,FEMALE,34,WHITE,MALE,38,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,WHITE,FEMALE,15,OTHER,MALE,,202,1,1,1
DIR,12/30/2021,41,BRONX,NO,BLACK,FEMALE,41,BLACK,FEMALE,18,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,BLACK,FEMALE,,BLACK,MALE,,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,BLACK,FEMALE,29,BLACK,FEMALE,25,202,1,1,1
DIR,12/30/2021,41,BRONX,NO,WHITE,FEMALE,38,WHITE,FEMALE,,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,BLACK,FEMALE,29,BLACK,MALE,25,202,1,1,1
DIR,12/30/2021,41,BRONX,YES,WHITE,FEMALE,38,WHITE,MALE,35,202,1,1,1
DIR,12/30/2021,42,BRONX,NO,BLACK,MALE,57,BLACK,FEMALE,20,203,1,1,1
DIR,12/30/2021,42,BRONX,MISSING,BLACK,FEMALE,43,,MALE,42,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,BLACK,MALE,44,BLACK,FEMALE,43,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,BLACK,MALE,44,BLACK,FEMALE,43,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,BLACK,FEMALE,43,BLACK,MALE,42,203,1,1,1
DIR,12/30/2021,42,BRONX,NO,WHITE,FEMALE,57,WHITE,MALE,41,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,WHITE,MALE,28,WHITE,FEMALE,25,203,1,1,1
DIR,12/30/2021,42,BRONX,NO,BLACK,MALE,57,BLACK,FEMALE,21,203,1,1,1
DIR,12/30/2021,42,BRONX,NO,WHITE,MALE,68,WHITE,FEMALE,85,203,1,1,1
DIR,12/30/2021,42,BRONX,MISSING,,,,,,,203,1,1,1
DIR,12/30/2021,42,BRONX,MISSING,,,,,,,203,1,1,1
DIR,12/30/2021,42,BRONX,MISSING,,,,,,,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,BLACK,MALE,29,BLACK,FEMALE,22,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,WHITE,MALE,36,WHITE,,,203,1,1,1
DIR,12/30/2021,42,BRONX,YES,,MALE,36,BLACK,MALE,30,203,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,,,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,WHITE,FEMALE,62,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,FEMALE,,,MALE,,204,1,1,1
DIR,12/30/2021,44,BRONX,NO,BLACK,FEMALE,27,BLACK,FEMALE,63,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,WHITE,FEMALE,45,WHITE,MALE,48,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,FEMALE,,,,,204,1,1,1
FELONY ASSAULT,12/30/2021,44,BRONX,No,WHITE HISPANIC,MALE,26,,FEMALE,,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,WHITE,FEMALE,51,OTHER,MALE,49,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,,,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,BLACK,FEMALE,32,WHITE,MALE,35,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,WHITE,FEMALE,24,BLACK,MALE,21,204,1,1,1
DIR,12/30/2021,44,BRONX,NO,BLACK,FEMALE,31,BLACK,MALE,17,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,,,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,NO,WHITE,FEMALE,42,WHITE,FEMALE,21,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,,,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,BLACK,MALE,21,WHITE,FEMALE,,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,WHITE,FEMALE,23,WHITE,MALE,20,204,1,1,1
DIR,12/30/2021,44,BRONX,MISSING,,,,,,,204,1,1,1
DIR,12/30/2021,44,BRONX,NO,WHITE,FEMALE,55,WHITE,MALE,23,204,1,1,1
DIR,12/30/2021,44,BRONX,YES,BLACK,MALE,43,BLACK,FEMALE,,204,1,1,1
DIR,12/30/2021,46,BRONX,YES,BLACK,FEMALE,27,WHITE,MALE,27,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,BLACK,FEMALE,53,BLACK,MALE,65,205,1,1,1
FELONY ASSAULT,12/30/2021,46,BRONX,Yes,WHITE HISPANIC,FEMALE,23,,,,205,1,1,1
DIR,12/30/2021,46,BRONX,NO,OTHER,FEMALE,60,OTHER,MALE,39,205,1,1,1
DIR,12/30/2021,46,BRONX,MISSING,OTHER,FEMALE,,,,,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,WHITE,FEMALE,38,BLACK,MALE,41,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,OTHER,MALE,26,OTHER,FEMALE,30,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,BLACK,FEMALE,,OTHER,MALE,,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,WHITE,FEMALE,39,WHITE,MALE,34,205,1,1,1
DIR,12/30/2021,46,BRONX,MISSING,OTHER,FEMALE,,,,,205,1,1,1
DIR,12/30/2021,46,BRONX,NO,BLACK,FEMALE,57,WHITE,MALE,,205,1,1,1
DIR,12/30/2021,46,BRONX,YES,WHITE,FEMALE,23,BLACK,MALE,26,205,1,1,1
DIR,12/30/2021,46,BRONX,NO,OTHER,FEMALE,47,OTHER,MALE,26,205,1,1,1
DIR,12/30/2021,46,BRONX,NO,WHITE,MALE,58,BLACK,MALE,34,205,1,1,1
DIR,12/30/2021,46,BRONX,MISSING,,,,,,,205,1,1,1
DIR,12/30/2021,48,BRONX,NO,BLACK,FEMALE,43,BLACK,FEMALE,22,206,1,1,1
DIR,12/30/2021,48,BRONX,NO,OTHER,FEMALE,50,OTHER,MALE,25,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,MALE,21,BLACK,FEMALE,21,206,1,1,1
DIR,12/30/2021,48,BRONX,NO,WHITE,MALE,8,BLACK,FEMALE,30,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,MALE,42,BLACK,FEMALE,43,206,1,1,1
DIR,12/30/2021,48,BRONX,NO,BLACK,FEMALE,35,,MALE,12,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,FEMALE,40,BLACK,MALE,44,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,OTHER,FEMALE,35,BLACK,MALE,46,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,FEMALE,34,BLACK,MALE,32,206,1,1,1
DIR,12/30/2021,48,BRONX,MISSING,,,,,,,206,1,1,1
DIR,12/30/2021,48,BRONX,NO,WHITE,FEMALE,56,WHITE,FEMALE,21,206,1,1,1
DIR,12/30/2021,48,BRONX,MISSING,,,,,,,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,FEMALE,32,BLACK,MALE,31,206,1,1,1
DIR,12/30/2021,48,BRONX,NO,BLACK,MALE,,BLACK,MALE,45,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,FEMALE,34,BLACK,MALE,32,206,1,1,1
DIR,12/30/2021,48,BRONX,MISSING,,,,,,,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,BLACK,FEMALE,27,BLACK,MALE,32,206,1,1,1
DIR,12/30/2021,48,BRONX,YES,OTHER,MALE,32,,FEMALE,,206,1,1,1
DIR,12/30/2021,52,BRONX,YES,OTHER,FEMALE,,OTHER,FEMALE,,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,BLACK,FEMALE,59,BLACK,MALE,17,207,1,1,1
DIR,12/30/2021,52,BRONX,YES,BLACK,FEMALE,39,BLACK,MALE,46,207,1,1,1
DIR,12/30/2021,52,BRONX,YES,WHITE,MALE,42,WHITE,MALE,38,207,1,1,1
FELONY ASSAULT,12/30/2021,52,BRONX,No,BLACK,FEMALE,59,BLACK,MALE,17,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,BLACK,FEMALE,33,BLACK,FEMALE,,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,BLACK,MALE,23,,,,207,1,1,1
DIR,12/30/2021,52,BRONX,YES,BLACK,FEMALE,,WHITE,MALE,,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,OTHER,FEMALE,75,OTHER,MALE,50,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,BLACK,FEMALE,36,BLACK,FEMALE,33,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,BLACK,FEMALE,59,BLACK,MALE,17,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,OTHER,FEMALE,,OTHER,FEMALE,21,207,1,1,1
DIR,12/30/2021,52,BRONX,MISSING,,,,,,,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,OTHER,FEMALE,62,OTHER,MALE,27,207,1,1,1
DIR,12/30/2021,52,BRONX,NO,OTHER,MALE,38,WHITE,,,207,1,1,1
DIR,12/30/2021,52,BRONX,YES,BLACK,MALE,,BLACK,MALE,,207,1,1,1
DIR,12/30/2021,50,BRONX,NO,WHITE,FEMALE,59,OTHER,MALE,27,208,,,
DIR,12/30/2021,50,BRONX,NO,BLACK,FEMALE,,BLACK,MALE,,208,,,
DIR,12/30/2021,50,BRONX,YES,ASIAN / PACIFIC ISLANDER,FEMALE,39,ASIAN / PACIFIC ISLANDER,MALE,48,208,,,
DIR,12/30/2021,50,BRONX,YES,ASIAN / PACIFIC ISLANDER,FEMALE,39,ASIAN / PACIFIC ISLANDER,MALE,48,208,,,
DIR,12/30/2021,50,BRONX,YES,BLACK,FEMALE,24,WHITE,MALE,28,208,,,
DIR,12/30/2021,50,BRONX,YES,WHITE,FEMALE,30,BLACK,MALE,34,208,,,
DIR,12/30/2021,43,BRONX,YES,BLACK,MALE,31,BLACK,FEMALE,31,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,WHITE,FEMALE,28,WHITE,MALE,28,209,1,1,1
DIR,12/30/2021,43,BRONX,MISSING,WHITE,FEMALE,,,,,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,WHITE,FEMALE,25,WHITE,MALE,,209,1,1,1
DIR,12/30/2021,43,BRONX,MISSING,OTHER,FEMALE,58,,MALE,,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,,MALE,45,,FEMALE,37,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,WHITE,FEMALE,60,WHITE,MALE,53,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,BLACK,FEMALE,38,BLACK,MALE,38,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,ASIAN / PACIFIC ISLANDER,MALE,54,ASIAN / PACIFIC ISLANDER,FEMALE,23,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,OTHER,FEMALE,,,,,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,BLACK,FEMALE,15,BLACK,FEMALE,17,209,1,1,1
DIR,12/30/2021,43,BRONX,MISSING,BLACK,FEMALE,38,,MALE,39,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,WHITE,MALE,34,BLACK,MALE,36,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,BLACK,FEMALE,57,BLACK,MALE,38,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,BLACK,FEMALE,38,BLACK,MALE,39,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,BLACK,FEMALE,34,BLACK,MALE,,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,BLACK,FEMALE,38,BLACK,MALE,39,209,1,1,1
DIR,12/30/2021,43,BRONX,MISSING,,,,,,,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,BLACK,FEMALE,,BLACK,FEMALE,,209,1,1,1
DIR,12/30/2021,43,BRONX,NO,BLACK,FEMALE,33,BLACK,FEMALE,38,209,1,1,1
DIR,12/30/2021,43,BRONX,YES,BLACK,FEMALE,28,BLACK,MALE,23,209,1,1,1
DIR,12/30/2021,45,BRONX,YES,WHITE,FEMALE,18,OTHER,MALE,21,210,,,
DIR,12/30/2021,45,BRONX,MISSING,BLACK,FEMALE,,,,,210,,,
DIR,12/30/2021,45,BRONX,YES,OTHER,FEMALE,26,OTHER,MALE,34,210,,,
DIR,12/30/2021,45,BRONX,YES,OTHER,FEMALE,62,BLACK,MALE,43,210,,,
DIR,12/30/2021,45,BRONX,YES,BLACK,MALE,38,BLACK,FEMALE,34,210,,,
FELONY ASSAULT,12/30/2021,45,BRONX,Yes,BLACK,MALE,38,BLACK,FEMALE,34,210,,,
DIR,12/30/2021,49,BRONX,NO,WHITE,FEMALE,25,WHITE,MALE,29,211,,,1
DIR,12/30/2021,49,BRONX,MISSING,,,,,,,211,,,1
DIR,12/30/2021,49,BRONX,NO,OTHER,FEMALE,66,OTHER,MALE,29,211,,,1
DIR,12/30/2021,49,BRONX,NO,ASIAN / PACIFIC ISLANDER,MALE,49,OTHER,FEMALE,39,211,,,1
DIR,12/30/2021,49,BRONX,YES,WHITE,FEMALE,37,WHITE,MALE,31,211,,,1
DIR,12/30/2021,49,BRONX,YES,BLACK,FEMALE,33,OTHER,MALE,,211,,,1
DIR,12/30/2021,49,BRONX,NO,BLACK,FEMALE,74,BLACK,MALE,,211,,,1
DIR,12/30/2021,49,BRONX,NO,OTHER,FEMALE,,OTHER,MALE,,211,,,1
DIR,12/30/2021,49,BRONX,MISSING,,,,,,,211,,,1
DIR,12/30/2021,49,BRONX,NO,WHITE,FEMALE,28,WHITE,MALE,54,211,,,1
DIR,12/30/2021,47,BRONX,NO,BLACK,MALE,52,BLACK,FEMALE,,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,29,OTHER,MALE,36,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,22,BLACK,MALE,23,212,,,1
DIR,12/30/2021,47,BRONX,MISSING,BLACK,FEMALE,36,,,,212,,,1
DIR,12/30/2021,47,BRONX,MISSING,BLACK,MALE,41,,,,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,34,BLACK,MALE,61,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,33,,,,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,62,BLACK,MALE,50,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,42,BLACK,MALE,57,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,,BLACK,MALE,31,212,,,1
DIR,12/30/2021,47,BRONX,NO,BLACK,FEMALE,39,OTHER,MALE,17,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,37,BLACK,MALE,33,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,MALE,37,BLACK,FEMALE,33,212,,,1
DIR,12/30/2021,47,BRONX,MISSING,,,,,,,212,,,1
DIR,12/30/2021,47,BRONX,YES,ASIAN / PACIFIC ISLANDER,FEMALE,45,ASIAN / PACIFIC ISLANDER,MALE,45,212,,,1
DIR,12/30/2021,47,BRONX,YES,ASIAN / PACIFIC ISLANDER,FEMALE,45,ASIAN / PACIFIC ISLANDER,MALE,45,212,,,1
DIR,12/30/2021,47,BRONX,YES,ASIAN / PACIFIC ISLANDER,FEMALE,45,ASIAN / PACIFIC ISLANDER,MALE,45,212,,,1
DIR,12/30/2021,47,BRONX,NO,BLACK,MALE,61,BLACK,MALE,25,212,,,1
DIR,12/30/2021,47,BRONX,NO,WHITE,FEMALE,57,WHITE,MALE,45,212,,,1
DIR,12/30/2021,47,BRONX,YES,OTHER,FEMALE,24,,MALE,25,212,,,1
DIR,12/30/2021,47,BRONX,NO,WHITE,FEMALE,41,WHITE,MALE,34,212,,,1
FELONY ASSAULT,12/30/2021,47,BRONX,No,BLACK,FEMALE,38,BLACK,MALE,17,212,,,1
DIR,12/30/2021,47,BRONX,NO,BLACK,FEMALE,38,BLACK,MALE,17,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,MALE,36,BLACK,FEMALE,44,212,,,1
FELONY ASSAULT,12/30/2021,47,BRONX,Yes,BLACK,FEMALE,45,BLACK,MALE,38,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,45,BLACK,MALE,38,212,,,1
DIR,12/30/2021,47,BRONX,YES,BLACK,FEMALE,45,BLACK,MALE,38,212,,,1
DIR,12/30/2021,52,BRONX,YES,BLACK,FEMALE,39,BLACK,MALE,17,227,,,
DIR,12/30/2021,94,BROOKLYN,NO,WHITE,FEMALE,69,WHITE,MALE,31,301,,,
DIR,12/30/2021,94,BROOKLYN,MISSING,BLACK,MALE,,BLACK,FEMALE,,301,,,
DIR,12/30/2021,90,BROOKLYN,YES,BLACK,FEMALE,20,BLACK,MALE,,301,,,
DIR,12/30/2021,90,BROOKLYN,NO,WHITE,FEMALE,33,WHITE,MALE,15,301,,,
DIR,12/30/2021,90,BROOKLYN,YES,BLACK,FEMALE,44,BLACK,MALE,45,301,,,
DIR,12/30/2021,94,BROOKLYN,NO,OTHER,FEMALE,64,OTHER,MALE,44,301,,,
DIR,12/30/2021,90,BROOKLYN,YES,WHITE,FEMALE,29,WHITE,MALE,28,301,,,
DIR,12/30/2021,90,BROOKLYN,YES,OTHER,FEMALE,35,OTHER,MALE,39,301,,,
FELONY ASSAULT,12/30/2021,84,BROOKLYN,No,WHITE,MALE,86,WHITE,MALE,38,302,,,
DIR,12/30/2021,88,BROOKLYN,MISSING,,,,,,,302,,,
DIR,12/30/2021,84,BROOKLYN,YES,WHITE,FEMALE,25,WHITE,MALE,29,302,,,
DIR,12/30/2021,88,BROOKLYN,NO,BLACK,FEMALE,34,BLACK,MALE,28,302,,,
DIR,12/30/2021,84,BROOKLYN,YES,BLACK,MALE,28,BLACK,MALE,20,302,,,
DIR,12/30/2021,84,BROOKLYN,NO,WHITE,MALE,86,WHITE,MALE,38,302,,,
DIR,12/30/2021,81,BROOKLYN,YES,BLACK,FEMALE,33,BLACK,MALE,25,303,1,1,
DIR,12/30/2021,79,BROOKLYN,YES,BLACK,MALE,46,BLACK,FEMALE,43,303,1,1,
DIR,12/30/2021,79,BROOKLYN,NO,,,,,,,303,1,1,
FELONY ASSAULT,12/30/2021,81,BROOKLYN,Yes,BLACK,FEMALE,35,BLACK,MALE,24,303,1,1,
DIR,12/30/2021,79,BROOKLYN,NO,BLACK,MALE,42,BLACK,FEMALE,,303,1,1,
DIR,12/30/2021,79,BROOKLYN,NO,OTHER,FEMALE,22,OTHER,,,303,1,1,
DIR,12/30/2021,79,BROOKLYN,MISSING,OTHER,FEMALE,,OTHER,,,303,1,1,
DIR,12/30/2021,81,BROOKLYN,NO,,,,,,,303,1,1,
DIR,12/30/2021,79,BROOKLYN,YES,BLACK,FEMALE,22,BLACK,MALE,23,303,1,1,
DIR,12/30/2021,79,BROOKLYN,YES,WHITE,FEMALE,25,BLACK,MALE,27,303,1,1,
DIR,12/30/2021,81,BROOKLYN,YES,BLACK,FEMALE,38,BLACK,MALE,30,303,1,1,
DIR,12/30/2021,79,BROOKLYN,NO,BLACK,FEMALE,44,BLACK,FEMALE,17,303,1,1,
DIR,12/30/2021,81,BROOKLYN,YES,BLACK,FEMALE,35,BLACK,MALE,24,303,1,1,
DIR,12/30/2021,79,BROOKLYN,NO,OTHER,,,OTHER,,,303,1,1,
DIR,12/30/2021,83,BROOKLYN,YES,BLACK,FEMALE,35,WHITE,MALE,,304,1,1,
DIR,12/30/2021,83,BROOKLYN,NO,OTHER,FEMALE,,OTHER,FEMALE,,304,1,1,
DIR,12/30/2021,83,BROOKLYN,NO,OTHER,MALE,,OTHER,FEMALE,,304,1,1,
DIR,12/30/2021,83,BROOKLYN,YES,BLACK,FEMALE,,BLACK,MALE,,304,1,1,
DIR,12/30/2021,83,BROOKLYN,YES,WHITE,FEMALE,24,WHITE,MALE,25,304,1,1,
DIR,12/30/2021,83,BROOKLYN,YES,BLACK,MALE,39,BLACK,FEMALE,,304,1,1,
DIR,12/30/2021,83,BROOKLYN,NO,BLACK,FEMALE,34,BLACK,FEMALE,17,304,1,1,
DIR,12/30/2021,83,BROOKLYN,YES,OTHER,FEMALE,,OTHER,MALE,,304,1,1,
FELONY ASSAULT,12/30/2021,75,BROOKLYN,Yes,BLACK,FEMALE,59,BLACK HISPANIC,MALE,50,305,1,1,
DIR,12/30/2021,75,BROOKLYN,MISSING,OTHER,MALE,,,,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,36,BLACK,MALE,40,305,1,1,
DIR,12/30/2021,75,BROOKLYN,MISSING,,,,,,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,21,BLACK,MALE,22,305,1,1,
DIR,12/30/2021,75,BROOKLYN,NO,BLACK,FEMALE,24,BLACK,MALE,28,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,MALE,51,BLACK,FEMALE,40,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,MALE,60,BLACK,FEMALE,54,305,1,1,
DIR,12/30/2021,75,BROOKLYN,MISSING,BLACK,FEMALE,,,,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,MALE,48,BLACK,FEMALE,37,305,1,1,
DIR,12/30/2021,75,BROOKLYN,NO,BLACK,FEMALE,54,OTHER,MALE,28,305,1,1,
DIR,12/30/2021,75,BROOKLYN,NO,BLACK,FEMALE,39,BLACK,MALE,19,305,1,1,
DIR,12/30/2021,75,BROOKLYN,NO,BLACK,FEMALE,36,BLACK,FEMALE,14,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,37,,MALE,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,21,BLACK,MALE,23,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,WHITE,FEMALE,46,BLACK,FEMALE,40,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,40,BLACK,MALE,51,305,1,1,
DIR,12/30/2021,75,BROOKLYN,MISSING,,,,,,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,MISSING,,MALE,,,MALE,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,NO,WHITE,FEMALE,,,,,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,59,WHITE,MALE,50,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,WHITE,MALE,30,BLACK,FEMALE,25,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,27,BLACK,MALE,40,305,1,1,
DIR,12/30/2021,75,BROOKLYN,YES,BLACK,FEMALE,59,BLACK,MALE,,305,1,1,
DIR,12/30/2021,78,BROOKLYN,NO,BLACK,FEMALE,49,BLACK,FEMALE,24,306,,,
DIR,12/30/2021,78,BROOKLYN,NO,BLACK,FEMALE,54,BLACK,MALE,30,306,,,
DIR,12/30/2021,76,BROOKLYN,YES,WHITE,MALE,37,WHITE,FEMALE,36,306,,,
DIR,12/30/2021,76,BROOKLYN,YES,WHITE,FEMALE,25,BLACK,MALE,28,306,,,
DIR,12/30/2021,76,BROOKLYN,NO,OTHER,FEMALE,83,,,,306,,,
DIR,12/30/2021,78,BROOKLYN,YES,BLACK,FEMALE,,BLACK,MALE,,306,,,
DIR,12/30/2021,78,BROOKLYN,YES,WHITE,FEMALE,31,WHITE,MALE,38,306,,,
DIR,12/30/2021,76,BROOKLYN,YES,BLACK,FEMALE,31,BLACK,MALE,45,306,,,
DIR,12/30/2021,72,BROOKLYN,NO,WHITE,MALE,53,WHITE,MALE,25,307,,,
DIR,12/30/2021,77,BROOKLYN,YES,BLACK,FEMALE,23,BLACK,MALE,28,308,,,
DIR,12/30/2021,77,BROOKLYN,YES,BLACK,FEMALE,31,BLACK,MALE,,308,,,
DIR,12/30/2021,77,BROOKLYN,YES,BLACK,FEMALE,33,BLACK,MALE,34,308,,,
DIR,12/30/2021,77,BROOKLYN,NO,BLACK,MALE,33,BLACK,FEMALE,76,308,,,
DIR,12/30/2021,77,BROOKLYN,NO,BLACK,MALE,63,BLACK,FEMALE,,308,,,
DIR,12/30/2021,77,BROOKLYN,YES,OTHER,MALE,,,FEMALE,,308,,,
DIR,12/30/2021,77,BROOKLYN,NO,BLACK,FEMALE,13,BLACK,FEMALE,39,308,,,
DIR,12/30/2021,77,BROOKLYN,NO,BLACK,FEMALE,51,BLACK,MALE,31,308,,,
DIR,12/30/2021,77,BROOKLYN,NO,BLACK,FEMALE,47,BLACK,FEMALE,,308,,,
DIR,12/30/2021,71,BROOKLYN,NO,BLACK,MALE,20,BLACK,FEMALE,49,309,,,
DIR,12/30/2021,71,BROOKLYN,YES,BLACK,FEMALE,28,BLACK,MALE,47,309,,,
FELONY ASSAULT,12/30/2021,71,BROOKLYN,Yes,,FEMALE,28,BLACK,MALE,47,309,,,
DIR,12/30/2021,71,BROOKLYN,NO,BLACK,FEMALE,53,BLACK,FEMALE,16,309,,,
